# Experiment File Name : 20180618_Burnham_TempVar_78-90_Run18.eds
# Created By :alexburn17@gmail.com
# Last Modified Date : 2018-07-28 08:08:15 AM
# Instrument Type : StepOnePlus System

"Well","Sample Name","Target Name","Amp Score","Amp Status","Task","Cq","Cq Mean","Cq Standard Deviation","Quantity","Quantity Mean","Quantity Standard Deviation","Intercept","R-Squared","Slope","Efficiency","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Omit",
"A1","78","DWV","1.312","Amp","UNKNOWN","32.525","31.761","1.081","5.733","10.578","6.851","35.2228","0.993","-3.5567","91.05548","true","0.06","true","3.0","29.0","false",
"A2","79","DWV","1.304","Amp","UNKNOWN","27.804","27.905","0.143","121.877","114.409","10.562","35.2228","0.993","-3.5567","91.05548","true","0.06","true","3.0","24.0","false",
"A3","80","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.06","true","3.0","39.0","false",
"A4","81","DWV","1.333","Amp","UNKNOWN","32.316","32.316","-","6.565","6.565","-","35.2228","0.993","-3.5567","91.05548","true","0.06","true","3.0","28.0","false",
"A5","82","DWV","1.341","Amp","UNKNOWN","33.386","33.386","-","3.283","3.283","-","35.2228","0.993","-3.5567","91.05548","true","0.06","true","3.0","30.0","false",
"A6","83","DWV","1.332","Amp","UNKNOWN","31.914","31.922","0.011","8.515","8.473","0.059","35.2228","0.993","-3.5567","91.05548","true","0.06","true","3.0","28.0","false",
"A7","84","DWV","1.333","Amp","UNKNOWN","33.981","33.607","0.529","2.235","2.931","0.984","35.2228","0.993","-3.5567","91.05548","true","0.06","true","3.0","30.0","false",
"A8","85","DWV","1.325","Amp","UNKNOWN","33.382","33.382","-","3.294","3.294","-","35.2228","0.993","-3.5567","91.05548","true","0.06","true","3.0","30.0","false",
"A9","86","DWV","0.0","No Amp","UNKNOWN","Undetermined","32.765","-","1.52891873E10","4.908","-","35.2228","0.993","-3.5567","91.05548","true","0.06","true","3.0","39.0","false",
"A10","87","DWV","1.332","Amp","UNKNOWN","30.226","30.521","0.418","25.407","21.371","5.708","35.2228","0.993","-3.5567","91.05548","true","0.06","true","3.0","27.0","false",
"A11","88","DWV","1.326","Amp","UNKNOWN","31.526","31.484","0.06","10.949","11.258","0.437","35.2228","0.993","-3.5567","91.05548","true","0.06","true","3.0","28.0","false",
"A12","89","DWV","1.334","Amp","UNKNOWN","33.830","33.558","0.384","2.464","2.983","0.733","35.2228","0.993","-3.5567","91.05548","true","0.06","true","3.0","30.0","false",
"B1","78","DWV","1.316","Amp","UNKNOWN","30.997","31.761","1.081","15.422","10.578","6.851","35.2228","0.993","-3.5567","91.05548","true","0.06","true","3.0","27.0","false",
"B2","79","DWV","1.332","Amp","UNKNOWN","28.006","27.905","0.143","106.94","114.409","10.562","35.2228","0.993","-3.5567","91.05548","true","0.06","true","3.0","24.0","false",
"B3","80","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.06","true","3.0","39.0","false",
"B4","81","DWV","0.0","No Amp","UNKNOWN","Undetermined","32.316","-","1.52891873E10","6.565","-","35.2228","0.993","-3.5567","91.05548","true","0.06","true","3.0","39.0","false",
"B5","82","DWV","0.6","No Amp","UNKNOWN","Undetermined","33.386","-","1.52891873E10","3.283","-","35.2228","0.993","-3.5567","91.05548","true","0.06","true","3.0","35.0","false",
"B6","83","DWV","1.306","Amp","UNKNOWN","31.930","31.922","0.011","8.431","8.473","0.059","35.2228","0.993","-3.5567","91.05548","true","0.06","true","3.0","28.0","false",
"B7","84","DWV","1.311","Amp","UNKNOWN","33.233","33.607","0.529","3.627","2.931","0.984","35.2228","0.993","-3.5567","91.05548","true","0.06","true","3.0","29.0","false",
"B8","85","DWV","0.0","No Amp","UNKNOWN","Undetermined","33.382","-","1.52891873E10","3.294","-","35.2228","0.993","-3.5567","91.05548","true","0.06","true","3.0","39.0","false",
"B9","86","DWV","1.333","Amp","UNKNOWN","32.765","32.765","-","4.908","4.908","-","35.2228","0.993","-3.5567","91.05548","true","0.06","true","3.0","29.0","false",
"B10","87","DWV","1.337","Amp","UNKNOWN","30.816","30.521","0.418","17.334","21.371","5.708","35.2228","0.993","-3.5567","91.05548","true","0.06","true","3.0","27.0","false",
"B11","88","DWV","1.322","Amp","UNKNOWN","31.441","31.484","0.06","11.567","11.258","0.437","35.2228","0.993","-3.5567","91.05548","true","0.06","true","3.0","28.0","false",
"B12","89","DWV","1.33","Amp","UNKNOWN","33.287","33.558","0.384","3.501","2.983","0.733","35.2228","0.993","-3.5567","91.05548","true","0.06","true","3.0","29.0","false",
"C1","78","BQCV","1.329","Amp","UNKNOWN","21.734","21.751","0.024","6282.185","6211.558","99.881","34.8074","0.9981","-3.4422","95.21442","true","0.07","true","3.0","18.0","false",
"C2","79","BQCV","1.324","Amp","UNKNOWN","22.370","22.372","0.004","4104.486","4097.277","10.195","34.8074","0.9981","-3.4422","95.21442","true","0.07","true","3.0","18.0","false",
"C3","80","BQCV","1.322","Amp","UNKNOWN","22.550","22.421","0.183","3638.011","3981.307","485.493","34.8074","0.9981","-3.4422","95.21442","true","0.07","true","3.0","19.0","false",
"C4","81","BQCV","1.336","Amp","UNKNOWN","19.337","19.39","0.074","31214.68","30154.033","1499.979","34.8074","0.9981","-3.4422","95.21442","true","0.07","true","3.0","15.0","false",
"C5","82","BQCV","1.345","Amp","UNKNOWN","21.688","21.626","0.087","6475.899","6755.269","395.087","34.8074","0.9981","-3.4422","95.21442","true","0.07","true","3.0","18.0","false",
"C6","83","BQCV","1.337","Amp","UNKNOWN","25.196","25.219","0.032","619.809","610.55","13.094","34.8074","0.9981","-3.4422","95.21442","true","0.07","true","3.0","21.0","false",
"C7","84","BQCV","1.334","Amp","UNKNOWN","30.351","31.274","1.306","19.709","12.719","9.885","34.8074","0.9981","-3.4422","95.21442","true","0.07","true","3.0","26.0","false",
"C8","85","BQCV","1.333","Amp","UNKNOWN","27.287","27.318","0.045","153.048","149.887","4.469","34.8074","0.9981","-3.4422","95.21442","true","0.07","true","3.0","23.0","false",
"C9","86","BQCV","1.335","Amp","UNKNOWN","29.654","30.024","0.523","31.41","25.278","8.671","34.8074","0.9981","-3.4422","95.21442","true","0.07","true","3.0","26.0","false",
"C10","87","BQCV","1.324","Amp","UNKNOWN","24.870","24.709","0.228","770.87","863.585","131.118","34.8074","0.9981","-3.4422","95.21442","true","0.07","true","3.0","21.0","false",
"C11","88","BQCV","1.33","Amp","UNKNOWN","23.629","23.501","0.182","1767.757","1933.678","234.647","34.8074","0.9981","-3.4422","95.21442","true","0.07","true","3.0","19.0","false",
"C12","89","BQCV","1.327","Amp","UNKNOWN","21.499","21.477","0.032","7349.769","7461.259","157.672","34.8074","0.9981","-3.4422","95.21442","true","0.07","true","3.0","17.0","false",
"D1","78","BQCV","1.328","Amp","UNKNOWN","21.768","21.751","0.024","6140.932","6211.558","99.881","34.8074","0.9981","-3.4422","95.21442","true","0.07","true","3.0","18.0","false",
"D2","79","BQCV","1.322","Amp","UNKNOWN","22.375","22.372","0.004","4090.068","4097.277","10.195","34.8074","0.9981","-3.4422","95.21442","true","0.07","true","3.0","18.0","false",
"D3","80","BQCV","1.334","Amp","UNKNOWN","22.292","22.421","0.183","4324.602","3981.307","485.493","34.8074","0.9981","-3.4422","95.21442","true","0.07","true","3.0","18.0","false",
"D4","81","BQCV","1.339","Amp","UNKNOWN","19.442","19.39","0.074","29093.389","30154.033","1499.979","34.8074","0.9981","-3.4422","95.21442","true","0.07","true","3.0","15.0","false",
"D5","82","BQCV","1.33","Amp","UNKNOWN","21.564","21.626","0.087","7034.638","6755.269","395.087","34.8074","0.9981","-3.4422","95.21442","true","0.07","true","3.0","17.0","false",
"D6","83","BQCV","1.34","Amp","UNKNOWN","25.241","25.219","0.032","601.291","610.55","13.094","34.8074","0.9981","-3.4422","95.21442","true","0.07","true","3.0","21.0","false",
"D7","84","BQCV","1.339","Amp","UNKNOWN","32.198","31.274","1.306","5.729","12.719","9.885","34.8074","0.9981","-3.4422","95.21442","true","0.07","true","3.0","28.0","false",
"D8","85","BQCV","1.328","Amp","UNKNOWN","27.350","27.318","0.045","146.727","149.887","4.469","34.8074","0.9981","-3.4422","95.21442","true","0.07","true","3.0","23.0","false",
"D9","86","BQCV","1.327","Amp","UNKNOWN","30.394","30.024","0.523","19.147","25.278","8.671","34.8074","0.9981","-3.4422","95.21442","true","0.07","true","3.0","26.0","false",
"D10","87","BQCV","1.336","Amp","UNKNOWN","24.548","24.709","0.228","956.299","863.585","131.118","34.8074","0.9981","-3.4422","95.21442","true","0.07","true","3.0","21.0","false",
"D11","88","BQCV","1.324","Amp","UNKNOWN","23.372","23.501","0.182","2099.599","1933.678","234.647","34.8074","0.9981","-3.4422","95.21442","true","0.07","true","3.0","19.0","false",
"D12","89","BQCV","1.328","Amp","UNKNOWN","21.454","21.477","0.032","7572.75","7461.259","157.672","34.8074","0.9981","-3.4422","95.21442","true","0.07","true","3.0","17.0","false",
"E1","78","ACTIN","1.433","Amp","UNKNOWN","15.370","15.42","0.071","820800.0","795083.25","36369.035","36.5667","0.9988","-3.584","90.11565","true","0.246","true","3.0","10.0","false",
"E2","79","ACTIN","1.441","Amp","UNKNOWN","15.655","15.602","0.075","683683.1","707688.25","33948.336","36.5667","0.9988","-3.584","90.11565","true","0.246","true","3.0","10.0","false",
"E3","80","ACTIN","1.444","Amp","UNKNOWN","15.518","15.479","0.056","746419.0","765730.8","27311.04","36.5667","0.9988","-3.584","90.11565","true","0.246","true","3.0","10.0","false",
"E4","81","ACTIN","1.445","Amp","UNKNOWN","15.875","15.904","0.042","593592.56","582423.56","15795.286","36.5667","0.9988","-3.584","90.11565","true","0.246","true","3.0","10.0","false",
"E5","82","ACTIN","1.443","Amp","UNKNOWN","15.630","15.491","0.197","694623.7","762597.25","96129.125","36.5667","0.9988","-3.584","90.11565","true","0.246","true","3.0","10.0","false",
"E6","83","ACTIN","1.438","Amp","UNKNOWN","15.507","15.606","0.14","751553.2","706653.25","63498.125","36.5667","0.9988","-3.584","90.11565","true","0.246","true","3.0","10.0","false",
"E7","84","ACTIN","1.446","Amp","UNKNOWN","15.748","15.745","0.005","643666.3","645201.7","2171.384","36.5667","0.9988","-3.584","90.11565","true","0.246","true","3.0","10.0","false",
"E8","85","ACTIN","1.456","Amp","UNKNOWN","15.314","15.292","0.03","851109.6","862849.5","16602.768","36.5667","0.9988","-3.584","90.11565","true","0.246","true","3.0","10.0","false",
"E9","86","ACTIN","1.437","Amp","UNKNOWN","15.278","15.258","0.028","870904.6","881941.0","15607.801","36.5667","0.9988","-3.584","90.11565","true","0.246","true","3.0","9.0","false",
"E10","87","ACTIN","1.457","Amp","UNKNOWN","16.036","16.043","0.011","535154.9","532542.3","3694.734","36.5667","0.9988","-3.584","90.11565","true","0.246","true","3.0","10.0","false",
