# Experiment File Name : 20180823_Burnham_PlantTransII_Run32.eds
# Created By :alexburn17@gmail.com
# Last Modified Date : 2018-08-23 11:50:27 PM
# Instrument Type : StepOnePlus System

"Well","Sample Name","Target Name","Amp Score","Amp Status","Task","Cq","Cq Mean","Cq Standard Deviation","Quantity","Quantity Mean","Quantity Standard Deviation","Intercept","R-Squared","Slope","Efficiency","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Omit",
"A1","26","DWV","0.0","No Amp","UNKNOWN","Undetermined","35.775","-","1.52891873E10","0.7","-","35.2228","0.993","-3.5567","91.05548","false","0.137","true","3.0","39.0","false",
"A2","30","DWV","1.317","Amp","UNKNOWN","28.231","28.476","0.347","92.454","79.867","17.801","35.2228","0.993","-3.5567","91.05548","false","0.137","true","3.0","23.0","false",
"A3","31","DWV","1.323","Amp","UNKNOWN","26.615","26.629","0.02","263.093","260.741","3.325","35.2228","0.993","-3.5567","91.05548","false","0.137","true","3.0","21.0","false",
"A4","34","DWV","1.327","Amp","UNKNOWN","27.793","27.795","0.003","122.76","122.595","0.233","35.2228","0.993","-3.5567","91.05548","false","0.137","true","3.0","23.0","false",
"A5","35","DWV","1.305","Amp","UNKNOWN","27.129","27.189","0.086","188.662","181.557","10.048","35.2228","0.993","-3.5567","91.05548","false","0.137","true","3.0","22.0","false",
"A6","36","DWV","1.276","Amp","UNKNOWN","25.391","25.486","0.135","581.301","547.494","47.811","35.2228","0.993","-3.5567","91.05548","false","0.137","true","3.0","20.0","false",
"A7","41","DWV","1.322","Amp","UNKNOWN","30.648","30.983","0.475","19.335","15.926","4.821","35.2228","0.993","-3.5567","91.05548","false","0.137","true","3.0","25.0","false",
"A8","43","DWV","1.31","Amp","UNKNOWN","29.490","29.785","0.416","40.898","34.42","9.16","35.2228","0.993","-3.5567","91.05548","false","0.137","true","3.0","24.0","false",
"A9","44","DWV","1.287","Amp","UNKNOWN","28.585","28.542","0.06","73.512","75.58","2.924","35.2228","0.993","-3.5567","91.05548","false","0.137","true","3.0","24.0","false",
"A10","47","DWV","1.319","Amp","UNKNOWN","26.500","26.464","0.051","283.394","290.221","9.654","35.2228","0.993","-3.5567","91.05548","false","0.137","true","3.0","21.0","false",
"A11","48","DWV","1.286","Amp","UNKNOWN","26.170","26.224","0.076","351.014","339.202","16.706","35.2228","0.993","-3.5567","91.05548","false","0.137","true","3.0","21.0","false",
"A12","51","DWV","1.314","Amp","UNKNOWN","29.988","29.966","0.03","29.644","30.061","0.589","35.2228","0.993","-3.5567","91.05548","false","0.137","true","3.0","25.0","false",
"B1","26","DWV","1.246","Amp","UNKNOWN","35.775","35.775","-","0.7","0.7","-","35.2228","0.993","-3.5567","91.05548","false","0.137","true","3.0","31.0","false",
"B2","30","DWV","1.306","Amp","UNKNOWN","28.722","28.476","0.347","67.28","79.867","17.801","35.2228","0.993","-3.5567","91.05548","false","0.137","true","3.0","24.0","false",
"B3","31","DWV","1.319","Amp","UNKNOWN","26.643","26.629","0.02","258.39","260.741","3.325","35.2228","0.993","-3.5567","91.05548","false","0.137","true","3.0","21.0","false",
"B4","34","DWV","1.315","Amp","UNKNOWN","27.797","27.795","0.003","122.431","122.595","0.233","35.2228","0.993","-3.5567","91.05548","false","0.137","true","3.0","23.0","false",
"B5","35","DWV","1.315","Amp","UNKNOWN","27.250","27.189","0.086","174.452","181.557","10.048","35.2228","0.993","-3.5567","91.05548","false","0.137","true","3.0","22.0","false",
"B6","36","DWV","1.285","Amp","UNKNOWN","25.582","25.486","0.135","513.686","547.494","47.811","35.2228","0.993","-3.5567","91.05548","false","0.137","true","3.0","20.0","false",
"B7","41","DWV","1.312","Amp","UNKNOWN","31.319","30.983","0.475","12.517","15.926","4.821","35.2228","0.993","-3.5567","91.05548","false","0.137","true","3.0","26.0","false",
