# Experiment File Name : 20181102_PlantTransII_Run40.eds
# Created By :alexburn17@gmail.com
# Last Modified Date : 2018-12-05 12:47:27 PM
# Instrument Type : StepOnePlus System

"Well","Sample Name","Target Name","Amp Score","Amp Status","Task","Cq","Cq Mean","Cq Standard Deviation","Quantity","Quantity Mean","Quantity Standard Deviation","Intercept","R-Squared","Slope","Efficiency","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Omit",
"A1","22","DWV","1.307","Amp","UNKNOWN","24.134","24.076","0.082","1311.685","1362.725","72.182","35.2228","0.993","-3.5567","91.05548","true","0.044","true","3.0","21.0","false",
"A2","23","DWV","1.301","Amp","UNKNOWN","24.417","24.315","0.143","1092.023","1168.585","108.275","35.2228","0.993","-3.5567","91.05548","true","0.044","true","3.0","21.0","false",
"A3","27","DWV","1.304","Amp","UNKNOWN","25.517","25.67","0.216","535.65","487.608","67.941","35.2228","0.993","-3.5567","91.05548","true","0.044","true","3.0","22.0","false",
"A4","8.3","DWV","0.859","No Amp","UNKNOWN","38.349","38.349","-","0.132","0.132","-","35.2228","0.993","-3.5567","91.05548","true","0.044","true","3.0","35.0","false",
"A5","15.2","DWV","1.197","Amp","UNKNOWN","23.292","23.494","0.286","2261.908","2001.099","368.841","35.2228","0.993","-3.5567","91.05548","true","0.044","true","3.0","20.0","false",
"A6","4.3","DWV","1.256","Amp","UNKNOWN","25.493","25.74","0.349","543.938","469.581","105.157","35.2228","0.993","-3.5567","91.05548","true","0.044","true","3.0","22.0","false",
"A7","7.3","DWV","1.041","Amp","UNKNOWN","33.713","33.605","0.153","2.658","2.857","0.282","35.2228","0.993","-3.5567","91.05548","true","0.044","true","3.0","30.0","false",
"A8","12.2","DWV","1.201","Amp","UNKNOWN","24.183","24.314","0.186","1270.804","1171.473","140.475","35.2228","0.993","-3.5567","91.05548","true","0.044","true","3.0","21.0","false",
"A9","6.2","DWV","1.085","Amp","UNKNOWN","26.472","26.999","0.745","288.704","217.331","100.938","35.2228","0.993","-3.5567","91.05548","true","0.044","true","3.0","23.0","false",
"A10","14.2","DWV","1.293","Amp","UNKNOWN","27.831","28.012","0.256","119.739","107.241","17.674","35.2228","0.993","-3.5567","91.05548","true","0.044","true","3.0","25.0","false",
"A11","6.3","DWV","1.075","Amp","UNKNOWN","25.970","27.87","2.687","399.405","216.765","258.292","35.2228","0.993","-3.5567","91.05548","true","0.044","true","3.0","23.0","false",
