# Experiment File Name : 20180725_Burnham_TempVar_134-149_Run24.eds
# Created By :alexburn17@gmail.com
# Last Modified Date : 2018-07-28 08:08:16 AM
# Instrument Type : StepOnePlus System

"Well","Sample Name","Target Name","Amp Score","Amp Status","Task","Cq","Cq Mean","Cq Standard Deviation","Quantity","Quantity Mean","Quantity Standard Deviation","Intercept","R-Squared","Slope","Efficiency","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Omit",
"A1","134","DWV","1.338","Amp","UNKNOWN","30.036","29.934","0.144","28.731","30.757","2.865","35.2228","0.993","-3.5567","91.05548","true","0.107","true","3.0","25.0","false",
"A2","135","DWV","0.0","No Amp","UNKNOWN","Undetermined","39.932","-","1.52891873E10","0.047","-","35.2228","0.993","-3.5567","91.05548","true","0.107","true","3.0","39.0","false",
"A3","136","DWV","1.331","Amp","UNKNOWN","34.139","34.139","-","2.017","2.017","-","35.2228","0.993","-3.5567","91.05548","true","0.107","true","3.0","29.0","false",
"A4","137","DWV","1.296","Amp","UNKNOWN","30.651","30.674","0.032","19.296","19.013","0.399","35.2228","0.993","-3.5567","91.05548","true","0.107","true","3.0","26.0","false",
"A5","138","DWV","0.645","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.107","true","3.0","35.0","false",
"A6","140","DWV","1.334","Amp","UNKNOWN","32.312","33.16","1.2","6.585","4.389","3.105","35.2228","0.993","-3.5567","91.05548","true","0.107","true","3.0","28.0","false",
"A7","141","DWV","0.0","No Amp","UNKNOWN","Undetermined","38.483","-","1.52891873E10","0.121","-","35.2228","0.993","-3.5567","91.05548","true","0.107","true","3.0","39.0","false",
"A8","142","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.107","true","3.0","39.0","false",
"A9","143","DWV","1.338","Amp","UNKNOWN","34.122","34.122","-","2.039","2.039","-","35.2228","0.993","-3.5567","91.05548","true","0.107","true","3.0","30.0","false",
"A10","144","DWV","1.292","Amp","UNKNOWN","35.426","33.671","2.482","0.877","4.693","5.396","35.2228","0.993","-3.5567","91.05548","true","0.107","true","3.0","31.0","false",
"A11","145","DWV","1.332","Amp","UNKNOWN","30.420","30.6","0.255","22.408","20.075","3.299","35.2228","0.993","-3.5567","91.05548","true","0.107","true","3.0","26.0","false",
"A12","146","DWV","1.327","Amp","UNKNOWN","31.728","31.607","0.171","9.61","10.422","1.149","35.2228","0.993","-3.5567","91.05548","true","0.107","true","3.0","27.0","false",
"B1","134","DWV","1.327","Amp","UNKNOWN","29.832","29.934","0.144","32.783","30.757","2.865","35.2228","0.993","-3.5567","91.05548","true","0.107","true","3.0","25.0","false",
"B2","135","DWV","0.819","No Amp","UNKNOWN","39.932","39.932","-","0.047","0.047","-","35.2228","0.993","-3.5567","91.05548","true","0.107","true","3.0","35.0","false",
"B3","136","DWV","0.0","No Amp","UNKNOWN","Undetermined","34.139","-","1.52891873E10","2.017","-","35.2228","0.993","-3.5567","91.05548","true","0.107","true","3.0","39.0","false",
"B4","137","DWV","1.335","Amp","UNKNOWN","30.697","30.674","0.032","18.731","19.013","0.399","35.2228","0.993","-3.5567","91.05548","true","0.107","true","3.0","26.0","false",
"B5","138","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.107","true","3.0","39.0","false",
"B6","140","DWV","1.365","Amp","UNKNOWN","34.009","33.16","1.2","2.194","4.389","3.105","35.2228","0.993","-3.5567","91.05548","true","0.107","true","3.0","29.0","false",
"B7","141","DWV","1.002","No Amp","UNKNOWN","38.483","38.483","-","0.121","0.121","-","35.2228","0.993","-3.5567","91.05548","true","0.107","true","3.0","34.0","false",
"B8","142","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.107","true","3.0","39.0","false",
"B9","143","DWV","0.0","No Amp","UNKNOWN","Undetermined","34.122","-","1.52891873E10","2.039","-","35.2228","0.993","-3.5567","91.05548","true","0.107","true","3.0","39.0","false",
"B10","144","DWV","1.352","Amp","UNKNOWN","31.916","33.671","2.482","8.508","4.693","5.396","35.2228","0.993","-3.5567","91.05548","true","0.107","true","3.0","27.0","false",
"B11","145","DWV","1.328","Amp","UNKNOWN","30.780","30.6","0.255","17.743","20.075","3.299","35.2228","0.993","-3.5567","91.05548","true","0.107","true","3.0","26.0","false",
"B12","146","DWV","1.34","Amp","UNKNOWN","31.486","31.607","0.171","11.235","10.422","1.149","35.2228","0.993","-3.5567","91.05548","true","0.107","true","3.0","27.0","false",
"C1","134","BQCV","1.346","Amp","UNKNOWN","21.068","21.201","0.188","9803.75","9003.371","1131.906","34.8074","0.9981","-3.4422","95.21442","true","0.099","true","3.0","16.0","false",
"C2","135","BQCV","1.329","Amp","UNKNOWN","27.131","26.902","0.324","169.894","200.343","43.062","34.8074","0.9981","-3.4422","95.21442","true","0.099","true","3.0","23.0","false",
"C3","136","BQCV","1.338","Amp","UNKNOWN","27.519","27.413","0.15","130.997","141.008","14.157","34.8074","0.9981","-3.4422","95.21442","true","0.099","true","3.0","23.0","false",
"C4","137","BQCV","1.339","Amp","UNKNOWN","21.411","21.191","0.311","7794.955","9130.491","1888.735","34.8074","0.9981","-3.4422","95.21442","true","0.099","true","3.0","17.0","false",
"C5","138","BQCV","1.327","Amp","UNKNOWN","32.876","32.365","0.722","3.641","5.424","2.522","34.8074","0.9981","-3.4422","95.21442","true","0.099","true","3.0","28.0","false",
