# Experiment File Name : 20180719_Burnham_TempVar_118-133_Run23.eds
# Created By :alexburn17@gmail.com
# Last Modified Date : 2018-07-28 08:08:16 AM
# Instrument Type : StepOnePlus System

"Well","Sample Name","Target Name","Amp Score","Amp Status","Task","Cq","Cq Mean","Cq Standard Deviation","Quantity","Quantity Mean","Quantity Standard Deviation","Intercept","R-Squared","Slope","Efficiency","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Omit",
"A1","118","DWV","1.319","Amp","UNKNOWN","30.522","30.255","0.378","20.978","25.309","6.125","35.2228","0.993","-3.5567","91.05548","true","0.102","true","3.0","26.0","false",
"A2","119","DWV","1.315","Amp","UNKNOWN","32.326","32.16","0.234","6.525","7.306","1.105","35.2228","0.993","-3.5567","91.05548","true","0.102","true","3.0","28.0","false",
"A3","120","DWV","1.332","Amp","UNKNOWN","25.432","25.386","0.064","566.101","583.238","24.235","35.2228","0.993","-3.5567","91.05548","true","0.102","true","3.0","21.0","false",
"A4","121","DWV","0.45","No Amp","UNKNOWN","Undetermined","35.366","-","1.52891873E10","0.911","-","35.2228","0.993","-3.5567","91.05548","true","0.102","true","3.0","39.0","false",
"A5","122","DWV","1.332","Amp","UNKNOWN","33.802","33.89","0.125","2.51","2.374","0.192","35.2228","0.993","-3.5567","91.05548","true","0.102","true","3.0","29.0","false",
"A6","123","DWV","1.331","Amp","UNKNOWN","29.073","29.224","0.214","53.601","48.832","6.745","35.2228","0.993","-3.5567","91.05548","true","0.102","true","3.0","24.0","false",
"A7","124","DWV","0.0","No Amp","UNKNOWN","Undetermined","33.927","-","1.52891873E10","2.314","-","35.2228","0.993","-3.5567","91.05548","true","0.102","true","3.0","39.0","false",
"A8","125","DWV","1.292","Amp","UNKNOWN","35.290","35.29","-","0.957","0.957","-","35.2228","0.993","-3.5567","91.05548","true","0.102","true","3.0","31.0","false",
"A9","126","DWV","1.152","No Amp","UNKNOWN","37.653","36.835","1.157","0.207","0.403","0.276","35.2228","0.993","-3.5567","91.05548","true","0.102","true","3.0","33.0","false",
"A10","127","DWV","0.0","No Amp","UNKNOWN","Undetermined","38.792","-","1.52891873E10","0.099","-","35.2228","0.993","-3.5567","91.05548","true","0.102","true","3.0","39.0","false",
"A11","128","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.102","true","3.0","39.0","false",
"A12","129","DWV","1.339","Amp","UNKNOWN","30.773","30.773","-","17.827","17.827","-","35.2228","0.993","-3.5567","91.05548","true","0.102","true","3.0","26.0","false",
"B1","118","DWV","1.327","Amp","UNKNOWN","29.988","30.255","0.378","29.64","25.309","6.125","35.2228","0.993","-3.5567","91.05548","true","0.102","true","3.0","25.0","false",
"B2","119","DWV","1.33","Amp","UNKNOWN","31.994","32.16","0.234","8.088","7.306","1.105","35.2228","0.993","-3.5567","91.05548","true","0.102","true","3.0","27.0","false",
"B3","120","DWV","1.336","Amp","UNKNOWN","25.341","25.386","0.064","600.374","583.238","24.235","35.2228","0.993","-3.5567","91.05548","true","0.102","true","3.0","21.0","false",
"B4","121","DWV","1.289","Amp","UNKNOWN","35.366","35.366","-","0.911","0.911","-","35.2228","0.993","-3.5567","91.05548","true","0.102","true","3.0","31.0","false",
"B5","122","DWV","1.34","Amp","UNKNOWN","33.979","33.89","0.125","2.238","2.374","0.192","35.2228","0.993","-3.5567","91.05548","true","0.102","true","3.0","29.0","false",
"B6","123","DWV","1.344","Amp","UNKNOWN","29.375","29.224","0.214","44.063","48.832","6.745","35.2228","0.993","-3.5567","91.05548","true","0.102","true","3.0","25.0","false",
"B7","124","DWV","1.322","Amp","UNKNOWN","33.927","33.927","-","2.314","2.314","-","35.2228","0.993","-3.5567","91.05548","true","0.102","true","3.0","29.0","false",
"B8","125","DWV","0.0","No Amp","UNKNOWN","Undetermined","35.29","-","1.52891873E10","0.957","-","35.2228","0.993","-3.5567","91.05548","true","0.102","true","3.0","39.0","false",
"B9","126","DWV","1.275","Inconclusive","UNKNOWN","36.017","36.835","1.157","0.598","0.403","0.276","35.2228","0.993","-3.5567","91.05548","true","0.102","true","3.0","32.0","false",
"B10","127","DWV","0.967","No Amp","UNKNOWN","38.792","38.792","-","0.099","0.099","-","35.2228","0.993","-3.5567","91.05548","true","0.102","true","3.0","34.0","false",
"B11","128","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.102","true","3.0","39.0","false",
"B12","129","DWV","0.0","No Amp","UNKNOWN","Undetermined","30.773","-","1.52891873E10","17.827","-","35.2228","0.993","-3.5567","91.05548","true","0.102","true","3.0","39.0","false",
"C1","118","BQCV","1.337","Amp","UNKNOWN","23.008","22.989","0.026","2678.537","2712.295","47.741","34.8074","0.9981","-3.4422","95.21442","true","0.121","true","3.0","18.0","false",
"C2","119","BQCV","1.342","Amp","UNKNOWN","23.854","23.846","0.011","1521.241","1529.066","11.066","34.8074","0.9981","-3.4422","95.21442","true","0.121","true","3.0","19.0","false",
"C3","120","BQCV","1.343","Amp","UNKNOWN","23.770","23.774","0.006","1608.559","1604.129","6.265","34.8074","0.9981","-3.4422","95.21442","true","0.121","true","3.0","19.0","false",
"C4","121","BQCV","1.342","Amp","UNKNOWN","28.620","28.619","0.0","62.755","62.76","0.008","34.8074","0.9981","-3.4422","95.21442","true","0.121","true","3.0","24.0","false",
"C5","122","BQCV","1.341","Amp","UNKNOWN","26.079","26.001","0.11","343.377","362.128","26.518","34.8074","0.9981","-3.4422","95.21442","true","0.121","true","3.0","21.0","false",
"C6","123","BQCV","1.325","Amp","UNKNOWN","25.400","25.373","0.038","540.765","550.614","13.929","34.8074","0.9981","-3.4422","95.21442","true","0.121","true","3.0","20.0","false",
"C7","124","BQCV","1.343","Amp","UNKNOWN","24.716","24.82","0.147","854.412","798.807","78.638","34.8074","0.9981","-3.4422","95.21442","true","0.121","true","3.0","20.0","false",
"C8","125","BQCV","1.334","Amp","UNKNOWN","25.149","25.141","0.01","639.706","642.823","4.408","34.8074","0.9981","-3.4422","95.21442","true","0.121","true","3.0","20.0","false",
"C9","126","BQCV","1.355","Amp","UNKNOWN","29.133","29.53","0.561","44.515","35.35","12.961","34.8074","0.9981","-3.4422","95.21442","true","0.121","true","3.0","24.0","false",
"C10","127","BQCV","1.342","Amp","UNKNOWN","29.582","28.852","1.032","32.966","60.229","38.556","34.8074","0.9981","-3.4422","95.21442","true","0.121","true","3.0","25.0","false",
"C11","128","BQCV","1.346","Amp","UNKNOWN","22.932","22.734","0.28","2817.631","3245.02","604.42","34.8074","0.9981","-3.4422","95.21442","true","0.121","true","3.0","18.0","false",
"C12","129","BQCV","1.335","Amp","UNKNOWN","26.212","26.34","0.181","314.121","289.356","35.022","34.8074","0.9981","-3.4422","95.21442","true","0.121","true","3.0","22.0","false",
"D1","118","BQCV","1.337","Amp","UNKNOWN","22.971","22.989","0.026","2746.052","2712.295","47.741","34.8074","0.9981","-3.4422","95.21442","true","0.121","true","3.0","18.0","false",
"D2","119","BQCV","1.347","Amp","UNKNOWN","23.838","23.846","0.011","1536.891","1529.066","11.066","34.8074","0.9981","-3.4422","95.21442","true","0.121","true","3.0","19.0","false",
"D3","120","BQCV","1.336","Amp","UNKNOWN","23.778","23.774","0.006","1599.699","1604.129","6.265","34.8074","0.9981","-3.4422","95.21442","true","0.121","true","3.0","19.0","false",
"D4","121","BQCV","1.355","Amp","UNKNOWN","28.619","28.619","0.0","62.765","62.76","0.008","34.8074","0.9981","-3.4422","95.21442","true","0.121","true","3.0","24.0","false",
"D5","122","BQCV","1.335","Amp","UNKNOWN","25.924","26.001","0.11","380.88","362.128","26.518","34.8074","0.9981","-3.4422","95.21442","true","0.121","true","3.0","21.0","false",
"D6","123","BQCV","1.349","Amp","UNKNOWN","25.346","25.373","0.038","560.464","550.614","13.929","34.8074","0.9981","-3.4422","95.21442","true","0.121","true","3.0","20.0","false",
"D7","124","BQCV","1.314","Amp","UNKNOWN","24.924","24.82","0.147","743.202","798.807","78.638","34.8074","0.9981","-3.4422","95.21442","true","0.121","true","3.0","20.0","false",
"D8","125","BQCV","1.347","Amp","UNKNOWN","25.134","25.141","0.01","645.941","642.823","4.408","34.8074","0.9981","-3.4422","95.21442","true","0.121","true","3.0","20.0","false",
