# Experiment File Name : 20181030_PlantTransII_Run39.eds
# Created By :alexburn17@gmail.com
# Last Modified Date : 2018-12-05 12:47:23 PM
# Instrument Type : StepOnePlus System

"Well","Sample Name","Target Name","Amp Score","Amp Status","Task","Cq","Cq Mean","Cq Standard Deviation","Quantity","Quantity Mean","Quantity Standard Deviation","Intercept","R-Squared","Slope","Efficiency","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Omit",
"A1","11","DWV","1.057","No Amp","UNKNOWN","38.020","38.02","-","0.163","0.163","-","35.2228","0.993","-3.5567","91.05548","true","0.076","true","3.0","34.0","false",
"A2","29","DWV","1.229","No Amp","UNKNOWN","36.413","36.413","-","0.463","0.463","-","35.2228","0.993","-3.5567","91.05548","true","0.076","true","3.0","32.0","false",
"A3","9","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.076","true","3.0","39.0","false",
"A4","56","DWV","1.314","Amp","UNKNOWN","27.438","27.414","0.033","154.455","156.857","3.398","35.2228","0.993","-3.5567","91.05548","true","0.076","true","3.0","23.0","false",
"A5","21","DWV","1.326","Amp","UNKNOWN","26.885","26.802","0.117","220.944","233.398","17.613","35.2228","0.993","-3.5567","91.05548","true","0.076","true","3.0","23.0","false",
"A6","50","DWV","1.192","Amp","UNKNOWN","26.271","26.279","0.011","328.667","327.089","2.231","35.2228","0.993","-3.5567","91.05548","true","0.076","true","3.0","22.0","false",
"A7","10","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.076","true","3.0","39.0","false",
"A8","7","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.076","true","3.0","39.0","false",
"A9","82","DWV","1.319","Amp","UNKNOWN","25.976","25.885","0.129","398.008","422.867","35.155","35.2228","0.993","-3.5567","91.05548","true","0.076","true","3.0","22.0","false",
"A10","14","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.076","true","3.0","39.0","false",
"A11","15","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.076","true","3.0","39.0","false",
"A12","83","DWV","1.307","Amp","UNKNOWN","30.144","29.682","0.652","26.796","37.741","15.478","35.2228","0.993","-3.5567","91.05548","true","0.076","true","3.0","26.0","false",
"B1","11","DWV","0.0","No Amp","UNKNOWN","Undetermined","38.02","-","1.52891873E10","0.163","-","35.2228","0.993","-3.5567","91.05548","true","0.076","true","3.0","39.0","false",
"B2","29","DWV","0.0","No Amp","UNKNOWN","Undetermined","36.413","-","1.52891873E10","0.463","-","35.2228","0.993","-3.5567","91.05548","true","0.076","true","3.0","39.0","false",
"B3","9","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.076","true","3.0","39.0","false",
"B4","56","DWV","1.324","Amp","UNKNOWN","27.391","27.414","0.033","159.26","156.857","3.398","35.2228","0.993","-3.5567","91.05548","true","0.076","true","3.0","23.0","false",
"B5","21","DWV","1.333","Amp","UNKNOWN","26.720","26.802","0.117","245.852","233.398","17.613","35.2228","0.993","-3.5567","91.05548","true","0.076","true","3.0","23.0","false",
"B6","50","DWV","1.325","Amp","UNKNOWN","26.286","26.279","0.011","325.511","327.089","2.231","35.2228","0.993","-3.5567","91.05548","true","0.076","true","3.0","22.0","false",
"B7","10","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.076","true","3.0","39.0","false",
"B8","7","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.076","true","3.0","39.0","false",
"B9","82","DWV","1.323","Amp","UNKNOWN","25.794","25.885","0.129","447.725","422.867","35.155","35.2228","0.993","-3.5567","91.05548","true","0.076","true","3.0","22.0","false",
"B10","14","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.076","true","3.0","39.0","false",
