# Experiment File Name : 20181026_PlantTransII_Run37.eds
# Created By :alexburn17@gmail.com
# Last Modified Date : 2018-12-05 12:47:26 PM
# Instrument Type : StepOnePlus System

"Well","Sample Name","Target Name","Amp Score","Amp Status","Task","Cq","Cq Mean","Cq Standard Deviation","Quantity","Quantity Mean","Quantity Standard Deviation","Intercept","R-Squared","Slope","Efficiency","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Omit",
"A1","216","DWV","1.319","Amp","UNKNOWN","34.430","34.43","-","1.67","1.67","-","35.2228","0.993","-3.5567","91.05548","true","0.118","true","3.0","30.0","false",
"A2","217","DWV","0.81","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.118","true","3.0","35.0","false",
"A3","218","DWV","1.299","Amp","UNKNOWN","35.424","35.424","-","0.878","0.878","-","35.2228","0.993","-3.5567","91.05548","true","0.118","true","3.0","31.0","false",
"A4","219","DWV","0.0","No Amp","UNKNOWN","Undetermined","33.252","-","1.52891873E10","3.582","-","35.2228","0.993","-3.5567","91.05548","true","0.118","true","3.0","39.0","false",
"A5","220","DWV","0.789","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.118","true","3.0","35.0","false",
"A6","221","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.118","true","3.0","39.0","false",
"A7","222","DWV","0.0","No Amp","UNKNOWN","Undetermined","34.423","-","1.52891873E10","1.678","-","35.2228","0.993","-3.5567","91.05548","true","0.118","true","3.0","39.0","false",
"A8","223","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.118","true","3.0","39.0","false",
"A9","224","DWV","1.331","Amp","UNKNOWN","34.180","34.151","0.042","1.964","2.002","0.054","35.2228","0.993","-3.5567","91.05548","true","0.118","true","3.0","29.0","false",
"A10","225","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.118","true","3.0","39.0","false",
"A11","186","DWV","1.32","Amp","UNKNOWN","31.222","31.289","0.094","13.328","12.779","0.776","35.2228","0.993","-3.5567","91.05548","true","0.118","true","3.0","27.0","false",
"A12","187","DWV","1.33","Amp","UNKNOWN","23.516","23.518","0.002","1955.926","1954.321","2.27","35.2228","0.993","-3.5567","91.05548","true","0.118","true","3.0","19.0","false",
"B1","216","DWV","0.0","No Amp","UNKNOWN","Undetermined","34.43","-","1.52891873E10","1.67","-","35.2228","0.993","-3.5567","91.05548","true","0.118","true","3.0","39.0","false",
"B2","217","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.118","true","3.0","39.0","false",
"B3","218","DWV","0.0","No Amp","UNKNOWN","Undetermined","35.424","-","1.52891873E10","0.878","-","35.2228","0.993","-3.5567","91.05548","true","0.118","true","3.0","39.0","false",
"B4","219","DWV","1.333","Amp","UNKNOWN","33.252","33.252","-","3.582","3.582","-","35.2228","0.993","-3.5567","91.05548","true","0.118","true","3.0","28.0","false",
"B5","220","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.118","true","3.0","39.0","false",
"B6","221","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.118","true","3.0","39.0","false",
"B7","222","DWV","1.332","Amp","UNKNOWN","34.423","34.423","-","1.678","1.678","-","35.2228","0.993","-3.5567","91.05548","true","0.118","true","3.0","30.0","false",
"B8","223","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.118","true","3.0","39.0","false",
"B9","224","DWV","1.329","Amp","UNKNOWN","34.121","34.151","0.042","2.04","2.002","0.054","35.2228","0.993","-3.5567","91.05548","true","0.118","true","3.0","29.0","false",
"B10","225","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.118","true","3.0","39.0","false",
"B11","186","DWV","1.312","Amp","UNKNOWN","31.355","31.289","0.094","12.231","12.779","0.776","35.2228","0.993","-3.5567","91.05548","true","0.118","true","3.0","26.0","false",
"B12","187","DWV","1.333","Amp","UNKNOWN","23.519","23.518","0.002","1952.716","1954.321","2.27","35.2228","0.993","-3.5567","91.05548","true","0.118","true","3.0","19.0","false",
"C1","180","DWV","0.604","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.118","true","3.0","39.0","false",
"C2","177","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.118","true","3.0","39.0","false",
"C3","178","DWV","0.0","No Amp","UNKNOWN","Undetermined","34.394","-","1.52891873E10","1.711","-","35.2228","0.993","-3.5567","91.05548","true","0.118","true","3.0","39.0","false",
"C4","179","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.118","true","3.0","39.0","false",
"C5","155","DWV","1.34","Amp","UNKNOWN","29.266","29.545","0.394","47.295","40.127","10.137","35.2228","0.993","-3.5567","91.05548","true","0.118","true","3.0","25.0","false",
"C6","163","DWV","1.32","Amp","UNKNOWN","29.713","29.746","0.046","35.411","34.678","1.038","35.2228","0.993","-3.5567","91.05548","true","0.118","true","3.0","25.0","false",
"C7","161","DWV","1.329","Amp","UNKNOWN","26.551","26.36","0.271","274.182","312.85","54.685","35.2228","0.993","-3.5567","91.05548","true","0.118","true","3.0","22.0","false",
"C8","148","DWV","1.295","Amp","UNKNOWN","28.105","28.088","0.024","100.276","101.409","1.602","35.2228","0.993","-3.5567","91.05548","true","0.118","true","3.0","23.0","false",
"C9","147","DWV","1.31","Amp","UNKNOWN","28.618","28.463","0.219","71.952","79.94","11.296","35.2228","0.993","-3.5567","91.05548","true","0.118","true","3.0","24.0","false",
"C10","151","DWV","1.333","Amp","UNKNOWN","25.290","25.618","0.464","620.373","512.963","151.901","35.2228","0.993","-3.5567","91.05548","true","0.118","true","3.0","20.0","false",
"C11","149","DWV","1.335","Amp","UNKNOWN","26.372","27.226","1.208","308.043","204.973","145.762","35.2228","0.993","-3.5567","91.05548","true","0.118","true","3.0","21.0","false",
"C12","No Sample","DWV","0.0","No Amp","NTC","Undetermined","-","-","-","-","-","35.2228","0.993","-3.5567","91.05548","true","0.118","true","3.0","39.0","false",
"D1","180","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.118","true","3.0","39.0","false",
"D2","177","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.118","true","3.0","39.0","false",
