# Experiment File Name : 20180814_Burnham_TempVar_63-77_Run17.eds
# Created By :alexburn17@gmail.com
# Last Modified Date : 2018-07-28 08:08:17 AM
# Instrument Type : StepOnePlus System

"Well","Sample Name","Target Name","Amp Score","Amp Status","Task","Cq","Cq Mean","Cq Standard Deviation","Quantity","Quantity Mean","Quantity Standard Deviation","Intercept","R-Squared","Slope","Efficiency","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Omit",
"A1","63","DWV","0.0","No Amp","UNKNOWN","Undetermined","34.385","-","1.52891873E10","1.72","-","35.2228","0.993","-3.5567","91.05548","true","0.04","true","3.0","39.0","false",
"A2","64","DWV","1.286","Amp","UNKNOWN","27.528","27.528","-","145.656","145.656","-","35.2228","0.993","-3.5567","91.05548","true","0.04","true","3.0","24.0","false",
"A3","65","DWV","0.672","No Amp","UNKNOWN","39.491","39.491","-","0.063","0.063","-","35.2228","0.993","-3.5567","91.05548","true","0.04","true","3.0","35.0","false",
"A4","66","DWV","1.33","Amp","UNKNOWN","28.193","28.193","-","94.724","94.724","-","35.2228","0.993","-3.5567","91.05548","true","0.04","true","3.0","25.0","false",
"A5","67","DWV","0.0","No Amp","UNKNOWN","Undetermined","34.842","-","1.52891873E10","1.28","-","35.2228","0.993","-3.5567","91.05548","true","0.04","true","3.0","39.0","false",
"A6","68","DWV","0.0","No Amp","UNKNOWN","Undetermined","35.348","-","1.52891873E10","0.922","-","35.2228","0.993","-3.5567","91.05548","true","0.04","true","3.0","39.0","false",
"A7","69","DWV","1.239","Amp","UNKNOWN","33.953","33.953","-","2.275","2.275","-","35.2228","0.993","-3.5567","91.05548","true","0.04","true","3.0","31.0","false",
"A8","70","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.04","true","3.0","39.0","false",
"A9","71","DWV","0.0","No Amp","UNKNOWN","Undetermined","38.263","-","1.52891873E10","0.14","-","35.2228","0.993","-3.5567","91.05548","true","0.04","true","3.0","39.0","false",
"A10","72","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.04","true","3.0","39.0","false",
"A11","73","DWV","0.0","No Amp","UNKNOWN","Undetermined","34.156","-","1.52891873E10","1.995","-","35.2228","0.993","-3.5567","91.05548","true","0.04","true","3.0","39.0","false",
"A12","74","DWV","0.0","No Amp","UNKNOWN","Undetermined","34.408","-","1.52891873E10","1.695","-","35.2228","0.993","-3.5567","91.05548","true","0.04","true","3.0","39.0","false",
"B1","63","DWV","1.261","Amp","UNKNOWN","34.385","34.385","-","1.72","1.72","-","35.2228","0.993","-3.5567","91.05548","true","0.04","true","3.0","31.0","false",
"B2","64","DWV","0.0","No Amp","UNKNOWN","Undetermined","27.528","-","1.52891873E10","145.656","-","35.2228","0.993","-3.5567","91.05548","true","0.04","true","3.0","39.0","false",
"B3","65","DWV","0.0","No Amp","UNKNOWN","Undetermined","39.491","-","1.52891873E10","0.063","-","35.2228","0.993","-3.5567","91.05548","true","0.04","true","3.0","39.0","false",
"B4","66","DWV","0.0","No Amp","UNKNOWN","Undetermined","28.193","-","1.52891873E10","94.724","-","35.2228","0.993","-3.5567","91.05548","true","0.04","true","3.0","39.0","false",
"B5","67","DWV","1.221","Amp","UNKNOWN","34.842","34.842","-","1.28","1.28","-","35.2228","0.993","-3.5567","91.05548","true","0.04","true","3.0","32.0","false",
"B6","68","DWV","1.203","Inconclusive","UNKNOWN","35.348","35.348","-","0.922","0.922","-","35.2228","0.993","-3.5567","91.05548","true","0.04","true","3.0","32.0","false",
"B7","69","DWV","0.0","No Amp","UNKNOWN","Undetermined","33.953","-","1.52891873E10","2.275","-","35.2228","0.993","-3.5567","91.05548","true","0.04","true","3.0","39.0","false",
"B8","70","DWV","0.608","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.04","true","3.0","35.0","false",
"B9","71","DWV","0.876","No Amp","UNKNOWN","38.263","38.263","-","0.14","0.14","-","35.2228","0.993","-3.5567","91.05548","true","0.04","true","3.0","35.0","false",
"B10","72","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.04","true","3.0","39.0","false",
"B11","73","DWV","1.257","Amp","UNKNOWN","34.156","34.156","-","1.995","1.995","-","35.2228","0.993","-3.5567","91.05548","true","0.04","true","3.0","31.0","false",
"B12","74","DWV","1.257","Amp","UNKNOWN","34.408","34.408","-","1.695","1.695","-","35.2228","0.993","-3.5567","91.05548","true","0.04","true","3.0","31.0","false",
"C1","63","BQCV","1.283","Amp","UNKNOWN","27.216","27.212","0.005","160.492","160.864","0.526","34.8074","0.9981","-3.4422","95.21442","true","0.116","true","3.0","22.0","false",
